id|imsi|imei|cell|lac|event_type|event_ts
624|268244095|44916843604341|1734|82|6|10/12/2020 05:54
625|172866618|53842063321457|6330|82|5|12/12/2020 00:11
626|214051444|71021233756868|8178|21|1|05/12/2020 00:09
627|465562893|23051983756629|6751|98|9|10/12/2020 00:03
628|770903707|16863327578214|5765|25|3|09/12/2020 04:02
629|325182182|62055574425343|7642|46|1|01/12/2020 03:53
630|790014045|95422225563053|6713|57|9|31/12/2020 02:11
631|290308198|58282839529385|2862|30|5|22/12/2020 04:51
632|749799777|60499465419040|3951|29|9|07/12/2020 08:40
633|450991053|17238468388324|8880|88|8|27/12/2020 09:41
634|801938144|55205026331561|5435|66|7|18/12/2020 14:49
635|155101525|58501087828996|7601|47|6|25/12/2020 08:52
636|708616754|31136523916471|8331|93|3|07/12/2020 15:19
637|402806453|44300516068368|3529|90|6|28/12/2020 14:59
638|317554859|79843988504909|2772|28|4|07/12/2020 07:39
639|812825036|18656428854611|5047|92|5|12/12/2020 12:43
640|153166577|78142127446608|3489|69|3|14/12/2020 13:14
641|738690875|18086677763750|3222|83|9|19/12/2020 22:10
642||46982303168069||22||02/12/2020 17:28
643|928475082|12618713675767|2585|40|7|15/12/2020 15:28
644|634494267|87212374403384|9453|82|2|15/12/2020 02:13
645|432983678|87548741396593|2771|76|9|20/12/2020 19:32
646|272870431|57169630888900|3654|46|4|31/12/2020 00:15
647|835814960||6208|35|8|04/12/2020 12:22
648|473886019|35678733931285|9712|11|9|12/12/2020 09:27
649|482659094|15838618462762|1709|46|5|06/12/2020 07:15
650|906813449|79901603675141|5966||7|20/12/2020 19:29
651|180011599|95993093628820|7386|44|9|04/12/2020 07:51
652|976604339|89525708224440|3066|85|9|02/12/2020 05:26
653|535553942|22947450882590|3477|93|5|17/12/2020 15:43
654|721072779|77286331597267|5140|79|4|17/12/2020 10:54
655|551238552|79340412218536|9275|24|4|05/12/2020 16:06
656|665860055|45760669982771|2072|96|9|06/12/2020 05:21
657|287720759|73765939343519|7531|76|1|12/12/2020 14:00
658|276604804|45542644344042|3855|62|5|12/12/2020 11:53
659|352786671|80886941311625|4985|70|3|25/12/2020 13:38
660|871204368|89159388631056|1705|79|9|21/12/2020 14:27
661|930662224|83826396993320|4933|55|9|17/12/2020 07:53
662|236748874|92832457852431|3962|65|5|22/12/2020 07:27
663|647108278|95543694206926|6140|25|8|21/12/2020 07:13
664|564824942|60732538242137|4953|15|4|16/12/2020 20:24
665|378088134|59651720981752|3179|42|5|23/12/2020 10:31
666|171422906|77496093107301|8304|85|7|02/12/2020 14:30
667|152752954|80132740519583|4227|54|8|30/12/2020 06:01
668|916905619|24447378391218|2231|42|5|18/12/2020 18:07
669|695053856|46156726150901|1569|21|2|15/12/2020 00:29
670|548045871|26306197813168|6159|56|9|10/12/2020 18:01
671|517399825|96967413007004|1228|30|3|12/12/2020 03:31
672|804703928|90966859367101|6941|38|9|15/12/2020 22:24
673|670809223|85252588510265|5641|43|7|01/12/2020 08:29
674|212984647||3933|92|5|10/12/2020 23:24
675|810721110|96132382781348|7040|42|8|11/12/2020 23:26
676|969068081|73404508579371|8542|36|7|23/12/2020 11:18
677|210251049|49792954522123|4272|96|1|06/12/2020 12:42
678|592304465|64477581623426|9395|56|4|05/12/2020 00:14
679|776948948|23510247502056|8846|13|8|04/12/2020 21:20
680|565356183|85842181014514|8983|48|9|07/12/2020 12:49
681|345779953|57114245284636|3320|90|8|18/12/2020 05:45
682|527966639|75410488005275|9311|37|5|20/12/2020 16:28
683|934012979|68380189403087|2209|92|7|19/12/2020 04:15
684|130152176|47781597618070|1542|22|5|29/12/2020 01:52
685|230802771|94971169234405|1605|13|1|09/12/2020 10:55
686||81824897637065|4578|90|6|29/12/2020 19:25
687|891001396|63913567671752|3264|21|4|25/12/2020 21:15
688|923421684|77483650278875|7025|93|7|01/12/2020 19:47
689|939080944||6050|88|8|24/12/2020 01:16
690|561274395|68861404621844|9636|92|9|16/12/2020 21:58
691|493054524|90218013779502|3549|49|3|02/12/2020 01:23
692|237033567|17546551611001|6690|32|9|19/12/2020 01:33
693|321942087|58348576872814|9287|98|8|04/12/2020 01:49
694|505304523|63921192554577|8957|59|1|28/12/2020 10:46
695|137577827|67536587321179|2246|59|6|10/12/2020 23:01
696|708009751||1903|44|5|17/12/2020 23:51
697|448047944|71110268828737|5347|99|1|22/12/2020 05:16
698|240728714|39217113252736|6251|60|3|29/12/2020 17:35
699|236868047|41825943833857|6841|60|6|03/12/2020 08:26
700|842935592|46205703562080|6904|44|1|11/12/2020 09:03
701|455667360|14548896302794|5544|19|5|02/12/2020 18:05
702|773553730|35806148299091|5547|68|5|19/12/2020 04:04
