id|imsi|imei|cell|lac|event_type|event_ts
1109|177512311|62742489238993|5929|23|5|14/12/2020 01:45
1110|635407553|33860251092175|5317|44|5|28/12/2020 21:37
1111|252787812|43415621315021|2681|17|7|10/12/2020 23:14
1112|440247765|49389346030243|4896|47|6|28/12/2020 18:59
1113|559212117|62207714998425|1421|68|8|08/12/2020 09:07
1114|187126299|65826628132983|1604|32|3|23/12/2020 22:10
1115|773888957|85073296257473|7831|62|5|26/12/2020 13:53
1116|273570872|87525758893046|2094|35|5|30/12/2020 04:15
1117|235871485|59214494052176|2005|77|6|02/12/2020 05:02
1118|686101456|38636908956197|9100|43|2|21/12/2020 05:53
1119|876564100|93702172652985|6315|46|8|17/12/2020 00:00
1120|167078061|52298513139760|6164|20|8|29/12/2020 23:40
1121|771243230|50280776022359|2457|72|1|17/12/2020 13:43
1122|389844962|14353524494311|7333|17|1|27/12/2020 01:39
1123|461757946|58384916559451|9767|68|3|23/12/2020 01:50
1124|360419015|28194258548801|8232|71|3|05/12/2020 04:21
1125|616723745|34065114013249|8774|94|5|11/12/2020 05:43
1126|499528220|88518588004608|9683|77|1|08/12/2020 04:52
1127|857894000|69918696050008|9520|74|8|21/12/2020 16:14
1128|606084004|93687409204127|4176|22|9|22/12/2020 15:33
1129|155897389|51955941301792|9338|50|8|29/12/2020 03:08
1130|351522674|31501276183102|9061|31|2|14/12/2020 16:04
1131|995843595|43307737838674|8555|77|7|05/12/2020 16:42
1132|335140237|45397077005569|6348|75|5|07/12/2020 04:43
1133|922409476|55741519151544|1710|60|5|24/12/2020 19:27
1134|720691923|73614283951974|3752|91|6|01/12/2020 12:14
1135|472827714|96557633300646|7044|16|5|27/12/2020 06:00
1136|818433820|66356696054798|4693|21|9|26/12/2020 14:16
1137|313843079|69217137708760|5917|47|9|21/12/2020 15:00
1138|476103235|32326747867493|8791|49|1|16/12/2020 14:15
1139|238416005|24431704846487|3965|58|4|28/12/2020 17:45
1140|308366249|76147559408448|5956|35|3|22/12/2020 09:33
1141|144701875|42346899872367|3887|55|2|18/12/2020 13:06
1142|588054975|57431005815432|3751|57|9|26/12/2020 06:30
1143|907239818|36334422756790|8575|43|4|17/12/2020 21:59
1144|928050039|40727176685075|1364|64|2|26/12/2020 03:21
1145|692334639|21283608175610|7419|46|2|04/12/2020 19:22
1146|146113776|68076840940420|1820|21|7|05/12/2020 12:01
1147|671836073|47459939949430|9562|93|6|18/12/2020 01:48
1148|185948829|79443292590503|2827|50|2|06/12/2020 12:01
1149|243402372|68586077046110|7314|51|9|05/12/2020 09:47
1150|721990985|94179996123000|8773|98|8|11/12/2020 19:28
1151|232165820|85480930598535|9980|16|3|24/12/2020 22:58
1152|706353602|99421325978356|7987|80|4|17/12/2020 15:29
1153|227419035|39527276235444|7313|15|6|17/12/2020 04:35
1154|816903391|42736083364843|6663|58|4|13/12/2020 17:50
1155|173082683|50449875172587|3298|93|9|09/12/2020 11:09
1156|231644923|24030459531066|9294|94|5|18/12/2020 13:38
1157|698275125|19111877219020|1611|93|9|11/12/2020 09:46
1158|605778308|46019436325911|1909|27|2|05/12/2020 04:06
1159|954079824|27020011503463|8829|35|9|04/12/2020 20:52
1160|544387909|52205945821541|3683|41|7|27/12/2020 20:40
1161|182814510|31482265154150|1403|36|7|06/12/2020 03:25
1162|140259757|20615799495207|2089|48|8|21/12/2020 18:09
