id|imsi|imei|cell|lac|event_type|event_ts
348|981871863|53380130016928|8432|81|2|13/12/2020 13:17
349|811126208|26937138241703|8914|97|6|16/12/2020 00:45
350|425046013|81521995239442|1545|71|7|23/12/2020 11:38
351|236614151|39161292396154|3431|31|8|17/12/2020 18:44
352|889840279|77916667385055|7586|14|7|01/12/2020 06:37
353|218143951|86817697800800|8180|17|4|11/12/2020 22:04
354|738638504|73067502440613|4041|60|4|04/12/2020 04:24
355|466794846|11658531805042|8303|38|6|02/12/2020 08:09
356|829409338|81183617655909|1117|96|2|13/12/2020 17:04
357|752719261|18743765583404|2890|30|7|19/12/2020 19:35
358|652943557|38414085389953|9231|80|1|31/12/2020 17:19
359|226980218|55004778694457|2526|11|7|07/12/2020 08:06
360|244582975|39141708719763|7416|55|8|15/12/2020 01:44
361|529743795|52648543440056|7787|12|8|18/12/2020 19:57
362|423818087|60009089943184|7891|28|6|23/12/2020 20:24
363|458303716|92012096024265|3094|14|4|16/12/2020 08:32
364|401459405|36600885215393|3170|88|1|28/12/2020 17:59
365|662916455|96630956650735|2648|21|8|25/12/2020 22:25
366|927618994|92493711322546|8568|90|8|18/12/2020 23:54
367|664381183|98464108425091|3785|62|8|12/12/2020 06:07
368|654967672|67692975596148|3664|21|4|29/12/2020 09:45
369|430328936|49907544226572|4734|78|7|25/12/2020 09:49
370|446009619|36312976428095|6469|30|8|02/12/2020 00:22
371|479944627|45218587613237|2884|87|9|12/12/2020 14:47
372|626490446|91813420294555|8222|25|9|17/12/2020 17:05
373|803706961|71368225886780|3400|45|9|18/12/2020 22:18
374|831473312|33944513016601|7849|42|8|24/12/2020 07:42
375|650652805|12796966687195|5846|70|5|06/12/2020 06:59
376|377490852|12887651325064|3980|95|3|14/12/2020 14:22
377|766353175|58446465013980|1695|19|5|27/12/2020 05:01
378|658457394|79743257688142|8894|70|8|11/12/2020 03:29
379|711054685|79238385861876|4758|56|1|22/12/2020 10:40
380|452960000|35833104214131|6871|43|1|02/12/2020 12:02
381|226337707|13852219784538|1229|19|9|19/12/2020 22:49
382|443490204|46926581194795|6011|49|4|29/12/2020 07:49
383|493395010|95553776279833|9463|11|4|29/12/2020 06:00
384|166040824|39765258095021|2808|71|2|09/12/2020 21:05
385|524385715|83982059704100|8451|50|3|25/12/2020 05:49
386|326496295|56329011667415|6549|94|9|15/12/2020 23:49
387|562746120|31971380196652|8922|35|1|30/12/2020 08:03
388|464649809|11127172100090|9084|78|9|13/12/2020 05:02
389|113191374|38089559119489|3544|64|8|11/12/2020 19:55
390|123118704|36924277186023|6503|91|2|31/12/2020 14:20
391|628892046|35965027477565|6475|62|3|31/12/2020 09:19
392|794622695|70227009732898|2219|92|8|21/12/2020 11:41
393|959809063|14301522971497|6098|68|3|31/12/2020 01:27
394|739208984|83707251558207|7544|52|7|30/12/2020 15:03
395|964240852|99859525075800|5423|39|4|15/12/2020 07:33
396|490654813|49774177950049|7296|72|4|27/12/2020 10:58
397|426929435|71972459798185|9934|93|5|15/12/2020 17:45
398|958312605|80145440446388|4845|84|1|13/12/2020 22:37
399|716456500|47502916215601|7160|81|4|04/12/2020 15:07
400|840147344|11235179393441|2548|86|3|29/12/2020 01:07
401|713667858|63150047553614|6426|14|3|07/12/2020 01:13
402|527312957|15364441067360|9099|28|2|06/12/2020 02:08
403|891076472|64521288135098|1160|48|5|26/12/2020 02:35
404|866476004|35873040346640|3223|93|1|29/12/2020 18:50
405|636604903|21960878652786|5983|73|3|10/12/2020 07:22
406|417131800|87979675209484|3450|76|1|05/12/2020 12:09
407|739946296|28872225871962|8828|74|1|23/12/2020 07:28
408|967563607|28453166675874|8412|73|8|17/12/2020 17:24
409|585837698|37174813588559|6175|15|7|12/12/2020 07:28
410|530054153|73804829269463|4822|69|9|05/12/2020 16:58
411|263000679|53358147572816|1754|71|8|05/12/2020 16:07
412|728126772|46193584043732|7773|13|2|27/12/2020 03:02
413|922412683|37027028951427|4027|50|9|25/12/2020 11:28
414|345687274|15658649786924|4899|97|8|29/12/2020 19:52
415|959180022|42684936874222|8587|44|8|27/12/2020 01:20
416|380499257|89180965247357|3733|62|1|16/12/2020 13:39
417|587394928|29734349239589|2924|93|7|29/12/2020 09:26
418|693443479|93407734174353|2571|83|4|19/12/2020 18:20
419|242168323|36409979172695|9951|28|3|06/12/2020 11:34
420|507812034|69485685038077|2109|55|9|18/12/2020 19:42
421|517857433|65226844924435|9789|63|4|13/12/2020 08:07
422|233657672|90172833496431|9541|92|6|09/12/2020 12:41
423|416987310|95880374887082|6411|37|8|05/12/2020 02:01
424|505068790|78182101009979|1488|37|1|30/12/2020 22:25
425|525749337|83244941898447|9988|86|9|05/12/2020 04:34
426|456557824|37415284085331|3364|59|7|05/12/2020 14:17
427|519095539|27672196754974|4193|72|9|28/12/2020 09:13
428|521419232|46811106756625|4013|67|8|23/12/2020 14:20
429|581162520|93009480750195|3705|36|2|04/12/2020 05:36
430|959823867|87789500041924|6103|83|4|29/12/2020 11:05
431|535699526|67141338876926|7892|37|3|03/12/2020 01:19
432|506820061|11911578136637|3685|64|2|06/12/2020 02:57
433|753053279|13533458336165|7730|83|7|01/12/2020 11:34
434|683687224|48471767242642|4553|26|8|31/12/2020 14:57
435|376275893|90168747027554|7877|32|3|18/12/2020 11:53
436|657293427|72606984818971|4181|64|6|30/12/2020 13:11
437|923459813|23804851251191|7617|98|6|23/12/2020 18:07
438|341918159|59199076951655|9548|46|7|13/12/2020 18:19
439|424250437|52842205138572|2183|26|4|18/12/2020 01:54
440|676067978|53464832377672|4755|30|1|06/12/2020 21:19
