id|imsi|imei|cell|lac|event_type|event_ts
120|419678480|29613578905479|8411|87|4|03/12/2020 08:32
121|436929718|18867628358242|8241|54|2|16/12/2020 00:00
122|350094943|50128656464951|3868|16|1|13/12/2020 16:08
123|639968393|84340819671017|4028|19|8|21/12/2020 14:50
124|220600298|77147732437941|5293|40|1|04/12/2020 06:12
125|476439085|41382144264974|5258|82|5|05/12/2020 09:51
126|406736105|70381831306398|1689|53|4|17/12/2020 13:46
127|583702382|47826140779409|8084|81|7|21/12/2020 16:21
128|816542034|16266790565511|5858|98|1|06/12/2020 20:56
129|610396754|91005919785327|5351|73|9|06/12/2020 06:55
130|774672117|46230122263350|3481|95|5|07/12/2020 06:45
131|459503865|71827881015742|3786|57|2|22/12/2020 18:46
132|449673030|14688683192120|9363|37|1|31/12/2020 22:54
133|765040357|94964043656388|6110|18|2|08/12/2020 16:27
134|529741634|98740413313579|3125|13|4|07/12/2020 23:46
135|173781296|40114944187328|5816|97|3|23/12/2020 15:06
136|628434964|71361557246779|9672|84|6|03/12/2020 21:12
137|874150507|76606183871390|3882|41|8|16/12/2020 22:53
138|672861278|70553857856481|5614|22|7|03/12/2020 12:45
139|688535301|53010347698415|6193|54|3|10/12/2020 01:51
140|603757252|30603038450855|3321|16|7|20/12/2020 03:18
141|194656445|64624009960908|1330|32|6|17/12/2020 14:41
142|555100435|85735184501224|8547|68|3|06/12/2020 17:28
143|188313928|71550288265746|7333|60|1|17/12/2020 02:27
144|476367636|37529924062999|3289|30|1|28/12/2020 09:02
145|886602000|57471682573982|5585|69|2|14/12/2020 14:19
146|592371488|25728722882415|5175|95|9|06/12/2020 02:23
147|260257882|27771164403927|2057|94|2|10/12/2020 12:55
148|894900670|95752258818368|4071|52|1|27/12/2020 14:07
149|132155355|96865740649891|4311|88|4|02/12/2020 23:43
150|304455898|34082044079927|3947|92|2|19/12/2020 04:07
151|742078743|69559361160903|2291|50|4|12/12/2020 10:13
152|492348985|64248854591664|8708|58|7|04/12/2020 01:40
153|794367154|45230271958433|8060|47|2|16/12/2020 11:09
154|433436188|37671391700773|6625|43|4|26/12/2020 23:17
155|763692653|28995507903082|5690|28|1|17/12/2020 09:30
156|161032516|16315167112685|2515|19|5|27/12/2020 01:07
157|192238094|13233540938420|3879|16|1|16/12/2020 23:42
158|330466528|22741102201227|9307|40|9|13/12/2020 23:12
159|594407592|33033057118688|4171|73|2|10/12/2020 16:13
160|515259678|38181534009607|3129|88|8|04/12/2020 15:15
161|319674951|56991117273132|2669|92|9|20/12/2020 22:34
162|863629125|86164309158981|4928|35|3|04/12/2020 07:21
163|319190610|30027522047804|9330|46|5|29/12/2020 16:13
164|798096770|44111603138880|5036|44|6|03/12/2020 03:02
165|601343212|42604284521197|2205|33|9|19/12/2020 07:15
166|520072674|77443719633319|8890|14|3|10/12/2020 05:30
167|519877277|71101352724194|4620|45|3|29/12/2020 06:09
168|387414607|54393317995354|8478|36|2|09/12/2020 21:08
169|444869449|56998890981382|3699|73|3|05/12/2020 12:38
170|737102706|34237823363687|3000|25|7|12/12/2020 13:09
171|390471336|77776916620930|3327|30|9|09/12/2020 17:54
172|337234218|86297520294726|8030|19|6|15/12/2020 13:10
173|535075452|85687848716790|3124|32|4|16/12/2020 23:37
174|240395731|29484988053251|7226|94|1|30/12/2020 01:22
175|765984453|71003726862564|2502|47|3|29/12/2020 02:01
176|320637933|51242118738809|6705|55|8|25/12/2020 23:42
177|157521447|36555800970105|2573|77|4|17/12/2020 04:39
178|313331800|62362474692559|5183|73|7|01/12/2020 01:15
179|925159528|56857351607654|1400|13|8|19/12/2020 23:13
180|232538613|43480822278668|7894|51|1|18/12/2020 19:12
181|526546897|60807871524102|4512|21|5|17/12/2020 11:47
182|161206340|52509136756657|6798|60|4|31/12/2020 14:59
183|506681145|95657287068759|4129|99|1|04/12/2020 03:55
184|496292487|82337448313549|5851|67|2|09/12/2020 23:12
185|561290770|20760688121675|3019|43|1|15/12/2020 07:38
186|312069905|92529766527052|4273|44|7|26/12/2020 17:49
187|449151452|21680473352523|8187|57|7|13/12/2020 17:48
188|626602078|95040877605778|5401|72|8|11/12/2020 07:13
189|659804892|89757717027645|6174|27|2|31/12/2020 03:38
190|592692834|93798961254997|7330|58|8|16/12/2020 23:05
191|407028832|76528609535338|2118|67|8|02/12/2020 02:26
192|169638671|58440572755153|5721|45|5|30/12/2020 16:13
193|968033196|19551514617142|6298|51|5|17/12/2020 05:02
194|640591202|86865353719707|9812|24|8|31/12/2020 18:27
195|362048129|62407423226847|7392|75|5|20/12/2020 18:51
196|840806394|51870673773450|5465|77|9|06/12/2020 02:33
197|554532520|73225074534566|6852|62|9|06/12/2020 11:45
198|337591756|21928286254651|5205|15|3|08/12/2020 05:59
199|538021075|99444165511793|2892|21|6|22/12/2020 07:00
200|214143525|82323564183319|3974|51|5|09/12/2020 09:55
