id|imsi|imei|cell|lac|event_type|event_ts
1298|341838673|73102155332718|8793|93|8|30/12/2020 07:03
1299|245395475|41205897716606|4635|98|5|06/12/2020 03:48
1300|485540806|24719273530544|5536|85|8|17/12/2020 11:35
1301|350625764|23105345102357|9934|29|5|09/12/2020 03:54
1302|369953203|29903776802561|8926|96|9|25/12/2020 22:52
1303|231533059|93212562696102|3505|17|9|10/12/2020 01:29
1304|131081937|67144232254456|9256|77|4|09/12/2020 07:04
1305|794637810|60329186481204|1915|88|4|02/12/2020 22:40
1306|679435678|47473778926890|1896|78|3|26/12/2020 04:00
1307|872233020|19781235470141|1230|63|6|22/12/2020 20:45
1308|988687553|96467344491678|3873|56|3|26/12/2020 16:19
1309|601038591|87954677396230|3578|33|8|13/12/2020 16:35
1310|288024521|44139068258693|8439|54|5|25/12/2020 03:47
1311|666429463|99982963850087|4179|23|1|02/12/2020 21:02
1312|125629376|43677750560130|7965|41|2|30/12/2020 08:03
1313|604841148|78557492238736|5574|92|5|05/12/2020 18:13
1314|362247027|70735514237213|4867|48|1|28/12/2020 18:04
1315|601511671|18624701941454|4730|69|1|02/12/2020 21:11
1316|841132103|70395781952629|5439|51|7|29/12/2020 12:15
1317|683201082|90035637734915|4884|28|8|14/12/2020 12:29
1318|800014337|36258364905203|6708|60|2|02/12/2020 01:05
1319|564127947|38934613331709|4533|90|5|01/12/2020 01:35
1320|344114733|39374845490290|8989|54|2|26/12/2020 16:58
1321|437663073|36829802888884|1413|81|3|29/12/2020 18:13
1322|839624925|21432146291420|5161|72|2|22/12/2020 12:14
1323|436779582|18195355555184|9284|91|3|26/12/2020 23:42
1324|489531307|39057528217659|6530|41|1|11/12/2020 00:12
1325|272969102|12520504262115|8399|61|6|28/12/2020 16:09
1326|469159616|42997961079182|1957|30|7|16/12/2020 12:09
1327|454791516|89492878253013|8043|78|2|14/12/2020 17:28
1328|703543589|25914761542783|7321|12|8|24/12/2020 02:11
1329|447791190|87761129403853|4290|73|9|17/12/2020 11:10
1330|986274309|44831808020077|3063|19|6|28/12/2020 22:36
1331|494668662|14452753776821|1327|76|1|11/12/2020 17:02
1332|660480881|98120300281405|5940|70|1|20/12/2020 22:29
1333|943395313|84577539844443|2845|35|8|20/12/2020 05:33
1334|688111358|20957217057331|7222|54|5|26/12/2020 18:01
1335|842138335|96253536220029|7809|15|5|20/12/2020 01:59
1336|837225324|99415340036662|1570|82|8|04/12/2020 07:46
1337|440772712|99418366961072|4858|84|6|18/12/2020 15:32
1338|173735829|44129914298701|7062|60|7|25/12/2020 19:16
1339|996762960|76546899258226|9955|79|8|18/12/2020 05:33
1340|813065435|38702460270906|5917|52|5|20/12/2020 02:07
1341|413040363|41091617816318|1301|74|4|05/12/2020 22:58
1342|354166117|26989770488818|6246|48|3|05/12/2020 02:53
1343|937851722|82981240793488|8847|55|7|22/12/2020 18:39
1344|946355154|54842493454873|6540|49|6|21/12/2020 04:01
1345|628044028|95332574474018|8628|18|6|30/12/2020 03:57
1346|660736545|56689106786951|5798|22|9|20/12/2020 21:12
1347|911624667|19168369540046|1126|60|4|07/12/2020 22:27
1348|516661541|46801695299790|2637|71|7|26/12/2020 17:45
1349|318227854|84625909166940|9399|86|2|03/12/2020 01:36
1350|168342462|37999888934533|1160|17|9|27/12/2020 09:46
1351|831286136|95115277918554|8360|55|4|25/12/2020 14:51
1352|135977358|25882237743042|3765|34|9|17/12/2020 19:58
1353|189644627|98560677049741|6709|54|5|19/12/2020 02:34
1354|151697415|11200632620604|3725|24|6|22/12/2020 08:34
1355|593056701|47459238890461|1885|85|5|05/12/2020 00:15
1356|530404258|43915550348348|9234|20|7|20/12/2020 13:00
1357|129190168|15140536204712|6409|20|3|21/12/2020 08:19
1358|561163820|77072603300914|3192|55|1|20/12/2020 22:17
1359|957338112|87855705372148|1369|95|6|01/12/2020 13:32
1360|370589294|63619398418000|3581|27|4|31/12/2020 17:31
1361|449638021|15659443099136|4086|47|9|07/12/2020 03:16
1362|998541171|13505585357217|2143|85|2|28/12/2020 19:37
1363|688097704|17896076715061|8323|25|5|30/12/2020 19:41
1364|752043376|74834213116915|6852|99|3|16/12/2020 00:32
1365|811085551|16325799756668|4454|63|9|19/12/2020 13:34
1366|871385869|67999607379344|4418|81|3|13/12/2020 10:20
1367|509980545|47786978687410|5102|82|8|14/12/2020 01:35
1368|785284947|83045787073499|3108|22|5|10/12/2020 02:11
1369|314402879|61405234196182|2854|31|4|16/12/2020 01:24
1370|796520375|81665486372160|6230|49|1|14/12/2020 02:19
1371|488296027|87504948506613|4889|50|4|21/12/2020 05:04
1372|369902616|35957503131034|5531|20|5|15/12/2020 11:38
1373|701509628|19535201770765|9535|73|2|02/12/2020 02:06
1374|435800184|71402947793249|3958|71|8|29/12/2020 22:41
1375|870272897|57186737916860|8132|64|9|05/12/2020 07:10
1376|583429094|72500317869642|3352|70|8|17/12/2020 17:27
1377|223043918|36128634261502|8547|15|3|22/12/2020 01:07
1378|404194561|75803302481310|8133|56|3|07/12/2020 18:56
1379|970013039|96999083025400|6964|55|3|18/12/2020 20:02
1380|999413475|81519430402443|2936|82|9|02/12/2020 19:12
1381|766021688|13141197479295|8040|42|4|23/12/2020 13:19
1382|790846081|60903651198165|2564|33|4|07/12/2020 22:10
1383|954848244|94521350150515|5768|25|9|19/12/2020 11:01
1384|215761996|42528402786341|4487|63|3|02/12/2020 19:08
1385|279041799|43715610736875|6782|46|5|31/12/2020 07:17
1386|495674077|50700125722219|5229|77|9|25/12/2020 08:43
1387|776635371|96826090548295|1329|55|6|08/12/2020 15:52
1388|294344352|77287950604462|3596|57|8|02/12/2020 19:35
1389|647841566|48061144962509|9446|45|7|22/12/2020 03:45
1390|488140455|72616752518659|8729|34|1|28/12/2020 13:29
1391|425822471|71041145802963|2813|78|9|03/12/2020 04:37
1392|465649513|55148762487197|1400|50|8|14/12/2020 12:34
1393|282654097|81862681239452|3055|87|4|18/12/2020 08:42
1394|584242577|99639438791035|7500|75|3|01/12/2020 08:15
1395|745682654|87628850853042|4396|32|5|11/12/2020 11:25
1396|112507581|55844143583821|1348|82|8|26/12/2020 04:18
1397|788198609|87952778819673|7782|13|9|07/12/2020 22:58
1398|583839559|64282045168684|9657|50|2|21/12/2020 00:09
1399|468185675|81824443055993|7748|12|6|17/12/2020 11:43
1400|478558662|32212626421831|3271|14|9|27/12/2020 06:16
1401|825108871|42342381477014|4190|15|8|30/12/2020 15:44
1402|884447107|82181885116579|6807|94|7|08/12/2020 14:45
1403|128227508|84485078432773|3769|70|5|20/12/2020 08:09
1404|617291181|72069368298242|9224|64|4|24/12/2020 00:25
1405|766431884|20806937062517|2417|12|2|28/12/2020 17:22
1406|501467999|52860648137312|2216|63|3|28/12/2020 05:00
1407|945671149|52858040721464|7268|42|7|26/12/2020 10:11
1408|727119403|65243396826737|7905|99|9|19/12/2020 10:09
1409|645328798|63128456894886|4289|11|7|27/12/2020 09:55
1410|510238874|43141983498951|9156|71|5|02/12/2020 08:16
1411|390881042|83356705525814|6920|97|6|31/12/2020 05:47
1412|144908552|63213099653643|2377|80|1|20/12/2020 13:45
1413|277573584|68502556952682|1478|20|3|03/12/2020 01:42
1414|791982854|47403553967670|4290|70|7|30/12/2020 19:28
1415|478284568|29575514114830|1330|79|2|21/12/2020 03:52
1416|866105166|88935149757601|9110|14|4|04/12/2020 06:46
1417|466431693|47107672304298|5079|61|4|12/12/2020 19:40
1418|648580396|69614935229859|8299|36|8|14/12/2020 15:16
1419|608899567|33012193777739|5901|78|1|13/12/2020 20:36
1420|956916500|88530558668980|7399|15|4|29/12/2020 22:36
1421|496899684|44447260388687|8089|71|3|18/12/2020 18:14
1422|743699488|91489500146620|1953|65|2|13/12/2020 03:13
1423|355871754|37334383572640|3806|20|5|06/12/2020 15:44
1694|840073447|84593907641565|6239|78|5|06/12/2020 22:25
1695||46749268482218|4968|58|7|11/12/2020 21:48
1696|259020931|91323636373334|1520|68|8|13/12/2020 22:05
1697|756871880|87481361922638|3897|70|7|04/12/2020 08:07
1698|589735517|71949469650926|2001|69|4|13/12/2020 16:34
1699|981204417|62290550319021|9370|94|6|28/12/2020 16:40
1700|237674229|67641344234800|3963|43|2|30/12/2020 16:47
1701|375083807||3446|75|8|10/12/2020 11:30
1702|193304434|47973825163379|2565|50|2|25/12/2020 11:16
1703|818508933|84462416868128|8366|26|4|21/12/2020 19:00
1704|124848566|36177685144127|6280|48|5|14/12/2020 14:45
1705|895431974|63896336646283|2556|69|7|11/12/2020 14:13
1706|927755035|40507505938055|8094|17|5|17/12/2020 06:26
1707|381253416|14101295756444|3510|23|2|22/12/2020 11:59
1708|931041832|18858588520533||98|2|22/12/2020 11:05
1709|658790287|18529511491262|9941|26|3|04/12/2020 16:44
1710|287853838|71290281254158|1135|54|5|02/12/2020 03:55
1711|547191691|57047149243569|7261|51|6|12/12/2020 12:51
1712|579086251|56224665498984|6958|69||24/12/2020 04:15
1713|446627628|73380929427548|4579|58|9|26/12/2020 03:33
1714|677295657|25075446603051|3017|24|3|26/12/2020 07:27
1715|368771466|79175114681443|3552|36|7|30/12/2020 15:31
1716|560666808|91434934004512|2708|71|8|13/12/2020 19:37
1717|140711437|22197952940278|4653|70|3|08/12/2020 06:07
1718|824936117|45905489987838|8233|39|4|09/12/2020 12:22
1719|492973602|13171577249336|1520|47|7|
1720|111853206|63259865554767|5980|96|7|20/12/2020 11:54
1721|934449941|49978961299850|8364|69|8|26/12/2020 20:31
1722|227856208|95720899936717||58|3|19/12/2020 16:53
1723|434671636|23943409527311|6588|52|6|12/12/2020 05:34
