id|imsi|imei|cell|lac|event_type|event_ts
2486|423446121|75600936785439|3330|20|1|26/12/2020 18:47
2487|288345333|18011097834744|5377|37|3|05/12/2020 14:17
2488|746545979|41538222469799|5024|24|4|05/12/2020 06:09
2489|466245701|40024371699919|6958|72|6|31/12/2020 22:05
2490|254123257|90948733005883|5203|38|8|19/12/2020 08:31
2491|606553927|11638630713408|1813|78|3|03/12/2020 18:03
2492|278504009|75958602271934|5091|89|1|08/12/2020 23:46
2493|887800874|94757694358726|8017|57|3|28/12/2020 10:54
2494|983245604|75090747541812|7355|19|5|18/12/2020 05:20
2495|825859551|96768227123162|3221|48|5|12/12/2020 15:30
2496|933600023|35643196886423|9397|79|9|12/12/2020 14:44
2497|621848036|18366306883685|2911|32|1|13/12/2020 20:01
2498|805149630|86012070120128|6882|13|6|21/12/2020 08:14
2499|128509717|41183562503927|8672|17|9|24/12/2020 03:52
2500|538162400|37318623852818|9833|11|6|24/12/2020 18:26
2501|450136999|94250247361291|1133|79|9|11/12/2020 17:11
2502|313625881|77016500037180|2439|36|5|14/12/2020 06:11
2503|423117626|35812799285304|5351|44|4|24/12/2020 06:29
2504|605253349|88096664423015|6394|12|1|28/12/2020 22:10
2505|890426474|79890645841969|3212|92|4|25/12/2020 15:29
2506|538896309|61194865234024|1327|17|3|14/12/2020 23:04
2507|163770600|74584353838704|6980|26|1|20/12/2020 19:06
2508|322200003|27895098274438|4896|20|1|18/12/2020 04:01
2509|870948426|55152160729576|7417|88|4|19/12/2020 12:48
2510|892771798|37516597913630|3856|35|3|06/12/2020 17:05
2511|929212043|38584757369334|9760|44|8|03/12/2020 07:08
2512|813392524|45516160455635|6023|62|1|14/12/2020 13:12
2513|659205322|15359084258436|8982|85|6|10/12/2020 22:49
2514|238145722|70079656152455|6039|73|3|03/12/2020 08:40
2515|898533105|75615985035053|6106|82|6|23/12/2020 16:45
2516|698260415|70080603039428|1370|59|9|31/12/2020 05:26
2517|754751315|24215176717786|7573|26|6|24/12/2020 10:32
2518|992082190|35359431276346|4310|98|2|23/12/2020 12:37
2519|644472914|22639391022038|3325|94|8|08/12/2020 15:35
2520|123942412|66508298308919|2814|53|7|26/12/2020 07:51
2521|764968244|99760879817185|7217|96|9|03/12/2020 15:19
2522|489280416|15120796455964|4736|81|2|21/12/2020 19:27
2523|942926965|75913610181668|4353|48|2|28/12/2020 14:49
2524|440510313|42384331012961|4541|82|7|29/12/2020 18:12
2525|620930533|97628609600461|4031|80|5|07/12/2020 02:32
2526|722740471|89419714888470|9874|84|4|16/12/2020 19:16
2527|475925594|26770534187751|9223|67|4|21/12/2020 16:58
2528|214944256|46673423394495|2607|25|6|14/12/2020 15:42
2529|668529147|72058646472826|2388|94|2|07/12/2020 15:00
2530|748446612|83212758608038|3780|79|3|23/12/2020 21:45
2531|781257254|53529796970285|7649|41|4|24/12/2020 08:21
2532|864138152|93025539412571|5085|58|9|03/12/2020 22:29
2533|970406909|99117210453800|8604|44|7|10/12/2020 02:53
2534|265546850|66564259690242|9911|61|6|24/12/2020 18:11
2535|970349356|29151259041993|2386|17|4|24/12/2020 08:45
2536|272298151|78075077011970|3855|90|9|12/12/2020 01:36
2537|145670897|64382354434138|9011|45|7|14/12/2020 19:41
2538|889383849|41601303482449|1901|23|1|22/12/2020 17:17
2539|405612709|32528218109479|6530|36|4|29/12/2020 12:40
2540|121077250|87624290411718|3162|56|7|09/12/2020 09:39
2541|293077369|29440407360597|9625|27|3|12/12/2020 05:45
2542|844586690|87266405384735|5818|43|7|29/12/2020 19:32
2543|768693810|39451407018602|7459|80|3|06/12/2020 14:20
2544|479440419|16095425168373|1944|42|8|30/12/2020 17:14
2545|645136151|55290025251258|5834|74|3|20/12/2020 05:54
2546|320598262|74655867586986|1755|64|5|28/12/2020 18:24
2547|795744898|88930232651206|3827|25|3|26/12/2020 04:33
2548|634862146|88549705426191|9720|18|8|04/12/2020 10:58
2549|344057496|78229251004030|2080|45|8|19/12/2020 11:24
2550|647400024|26810954476988|3922|49|5|22/12/2020 06:57
2551|265868641|60610607153407|6407|61|6|07/12/2020 15:12
2552|541204316|39569083035868|4239|43|7|04/12/2020 20:39
2553|420940590|69167656387440|7431|59|1|09/12/2020 21:56
2554|470347307|21046884674841|5414|40|6|25/12/2020 20:10
2555|522649896|19864355781651|5788|54|3|23/12/2020 13:47
2556|876498367|96998708067749|6896|34|8|20/12/2020 06:02
2557|331518990|54885741118857|8702|74|8|24/12/2020 02:41
2558|581230228|78755380457647|1442|40|6|18/12/2020 00:15
2559|966847027|60244081125035|9010|65|7|30/12/2020 00:07
2560|446180396|43618909426896|2724|68|3|29/12/2020 14:06
2561|812370677|55020834846646|4208|49|6|14/12/2020 23:16
2562|733387366|70899375842521|8085|94|7|14/12/2020 08:00
2563|113539446|53091625251330|4056|92|7|19/12/2020 17:40
2564|448563605|12142451581232|7776|16|9|01/12/2020 22:23
2565|614241790|26511652599265|3760|92|8|21/12/2020 20:42
2566|955001170|88638402131895|2229|29|4|06/12/2020 13:02
2567|509034618|58703534478084|1470|47|9|08/12/2020 12:24
2568|776488314|56557932333119|4595|60|2|04/12/2020 16:57
2569|663008275|99109207809497|8133|74|8|24/12/2020 03:55
2570|653340157|59567312889974|6073|11|3|23/12/2020 13:19
2571|513264358|43776891807592|9980|32|8|24/12/2020 18:21
2572|831651861|93329052481690|9906|50|5|27/12/2020 00:51
2573|296982850|88686604496792|6847|94|8|01/12/2020 10:49
2574|712173098|56627338829611|2473|38|7|11/12/2020 17:29
2575|200728848|32435732844591|3290|59|1|07/12/2020 14:03
2576|910405329|33999627770514|9475|79|9|12/12/2020 00:20
2577|825809646|46960900309167|9176|12|9|21/12/2020 23:55
2578|808209600|67731635314196|2901|48|3|05/12/2020 02:45
2579|218876596|22872693017491|5947|85|1|13/12/2020 10:20
2580|459982293|33917042407264|1169|11|7|23/12/2020 12:20
2581|247186139|34985644572578|3009|76|8|29/12/2020 11:26
2582|800343508|92346703066662|6546|90|1|11/12/2020 06:45
2583|788383901|21139384770774|4280|40|4|11/12/2020 02:52
2584|291037537|34373869624436|7885|29|5|20/12/2020 03:36
2585|593262910|20145425421878|1755|70|2|01/12/2020 16:40
2586|846301650|21443644070965|2220|59|6|30/12/2020 11:37
2587|913858100|80279467962034|2199|43|2|12/12/2020 14:10
2588|507850891|21557866638935|4829|55|2|30/12/2020 14:12
2589|154686479|70529765103376|6975|94|5|26/12/2020 01:08
2590|941806505|61100960419915|8991|78|2|05/12/2020 21:04
2591|811103884|88796834366105|4474|19|1|12/12/2020 10:01
2592|600099851|44541344099371|7853|52|7|06/12/2020 02:55
2593|395880319|56247292529986|5123|53|7|02/12/2020 22:41
2594|899921632|85479525905198|9635|28|3|02/12/2020 01:32
2595|256915195|13701904362798|3410|44|2|25/12/2020 07:25
2596|965250934|95370261567133|1563|39|5|13/12/2020 18:18
2597|297026040|85762750195613|6609|96|3|06/12/2020 16:05
2598|653223165|32802704984846|8449|91|2|21/12/2020 03:30
2599|772954671|13435307364874|1727|82|3|06/12/2020 22:12
2600|802258204|88114623000062|2357|74|3|23/12/2020 11:35
2601|921343697|30700308799329|3296|32|4|18/12/2020 23:45
2602|590876997|62018720651445|3338|92|7|16/12/2020 22:21
2603|942545438|38452635585252|4761|80|5|28/12/2020 19:09
2604|783762150|76637168798301|9029|24|6|19/12/2020 00:36
2605|154503052|80092793767280|4248|53|5|11/12/2020 23:45
2606|831041216|96449570855600|5145||9|01/12/2020 19:40
2607|930766707|71456128413420|6490|73|2|24/12/2020 08:27
2608|296379113|62888180080712|1801|73|9|03/12/2020 00:02
2609|947772983|37607407603070|1210|11|7|13/12/2020 07:04
2610|953465425|38266363791891|1155|83|2|20/12/2020 15:19
2611|511295595|90001905300899|4374|97|1|14/12/2020 20:43
2612|550459096|60855860367221|1307|79|5|24/12/2020 00:53
2613|218886895|67042444195246|2439|72|2|13/12/2020 19:53
2614|561962315|60050047319306|9649|57|2|16/12/2020 07:15
2615|221344287||2580|92|7|27/12/2020 00:05
2616|645549146|13012850720178|4516|92|4|27/12/2020 14:29
2617|548621173|20498248803948|5290|80|4|28/12/2020 10:54
2618|874816189|83767937873355|4383|52|7|05/12/2020 02:47
2619|814920668|64567133861935|8395|20|3|19/12/2020 15:37
2620|274510205|44790973032199|7615|84|5|09/12/2020 17:49
2621|447181614|13001166775099||54|9|13/12/2020 15:42
2622|476283154|23551263991413|6238|57|2|26/12/2020 07:48
2623|165183986|43762987664550|3583|48|1|14/12/2020 01:32
2624|741854613|61900819177630|5830|19|9|11/12/2020 20:19
2625|831360141|83861770471938|5626|48|1|02/12/2020 18:34
2626|997870754|31382152463673|1391|71|1|06/12/2020 09:35
2627||80511304884452|7532|74|2|10/12/2020 23:58
2628|185728261|33210124558004|3670|18|6|28/12/2020 08:15
2629|829742061|60613840679670|2567|14|9|29/12/2020 11:04
2630|269342833|88482704324011|3330|25|3|30/12/2020 08:55
2631|955042385|74415517546180|4911|71|9|29/12/2020 00:34
2632|589925489|27701480080749|8306|21|6|19/12/2020 02:56
2633|307186072|54906469144791|7842|65|4|29/12/2020 14:17
